facet_id,facet_name,facet_category,facet_group,facet_tier,facet_priority,facet_type,facet_description,evaluation_prompt,score_definition,confidence_threshold,embedding_id,retrieval_tags,severity_weight,retrieval_keywords,semantic_group,domain_classification
F-0056,Spelling Consistency,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding spelling consistency in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's spelling consistency. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.88,emb_f_0056,"linguistic quality,tag_spelling_consistency",0.68,"spelling, consistency, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0057,Homophone Disambiguation,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding homophone disambiguation in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's homophone disambiguation. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.89,emb_f_0057,"linguistic quality,tag_homophone_disambiguation",0.74,"homophone, disambiguation, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0058,Morphological Correctness,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding morphological correctness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's morphological correctness. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.7,emb_f_0058,"linguistic quality,tag_morphological_correctness",0.79,"morphological, correctness, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0059,Idiomatic Naturalness,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding idiomatic naturalness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's idiomatic naturalness. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.72,emb_f_0059,"linguistic quality,tag_idiomatic_naturalness",0.84,"idiomatic, naturalness, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0060,Metaphoric Clarity,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding metaphoric clarity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's metaphoric clarity. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.73,emb_f_0060,"linguistic quality,tag_metaphoric_clarity",0.89,"metaphoric, clarity, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0061,Lexical Density,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding lexical density in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's lexical density. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.75,emb_f_0061,"linguistic quality,tag_lexical_density",0.94,"lexical, density, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0062,Dialect Alignment,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding dialect alignment in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's dialect alignment. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.76,emb_f_0062,"linguistic quality,tag_dialect_alignment",1.0,"dialect, alignment, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0063,Style Uniformity,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding style uniformity in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's style uniformity. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.77,emb_f_0063,"linguistic quality,tag_style_uniformity",0.64,"style, uniformity, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0064,Jargon Accuracy,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding jargon accuracy in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's jargon accuracy. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.79,emb_f_0064,"linguistic quality,tag_jargon_accuracy",0.7,"jargon, accuracy, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0065,Collocation Naturalness,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding collocation naturalness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's collocation naturalness. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.8,emb_f_0065,"linguistic quality,tag_collocation_naturalness",0.75,"collocation, naturalness, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0066,Active Passive Balance,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding active passive balance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's active passive balance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.82,emb_f_0066,"linguistic quality,tag_active_passive_balance",0.8,"active, passive, balance, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0067,Double Negative Avoidance,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding double negative avoidance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's double negative avoidance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.83,emb_f_0067,"linguistic quality,tag_double_negative_avoidance",0.85,"double, negative, avoidance, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0068,Split Infinitive Handling,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding split infinitive handling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's split infinitive handling. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.84,emb_f_0068,"linguistic quality,tag_split_infinitive_handling",0.9,"split, infinitive, handling, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0069,Subject Verb Agreement,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding subject verb agreement in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's subject verb agreement. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.86,emb_f_0069,"linguistic quality,tag_subject_verb_agreement",0.96,"subject, verb, agreement, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0070,Capitalization Correctness,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding capitalization correctness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's capitalization correctness. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.87,emb_f_0070,"linguistic quality,tag_capitalization_correctness",0.6,"capitalization, correctness, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
F-0071,Abbreviation Standards,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding abbreviation standards in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's abbreviation standards. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.89,emb_f_0071,"linguistic quality,tag_abbreviation_standards",0.66,"abbreviation, standards, linguistic quality",sem_group_linguistic quality,domain_linguistic quality
