facet_id,facet_name,facet_category,facet_group,facet_tier,facet_priority,facet_type,facet_description,evaluation_prompt,score_definition,confidence_threshold,embedding_id,retrieval_tags,severity_weight
F-0065,Collocation Naturalness,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding collocation naturalness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's collocation naturalness. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.8,emb_f_0065,"linguistic quality,tag_collocation_naturalness",0.75
F-0066,Active Passive Balance,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding active passive balance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's active passive balance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.82,emb_f_0066,"linguistic quality,tag_active_passive_balance",0.8
F-0067,Double Negative Avoidance,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding double negative avoidance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's double negative avoidance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.83,emb_f_0067,"linguistic quality,tag_double_negative_avoidance",0.85
F-0068,Split Infinitive Handling,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding split infinitive handling in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's split infinitive handling. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.84,emb_f_0068,"linguistic quality,tag_split_infinitive_handling",0.9
F-0069,Subject Verb Agreement,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding subject verb agreement in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's subject verb agreement. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.86,emb_f_0069,"linguistic quality,tag_subject_verb_agreement",0.96
F-0070,Capitalization Correctness,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding capitalization correctness in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's capitalization correctness. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.87,emb_f_0070,"linguistic quality,tag_capitalization_correctness",0.6
F-0071,Abbreviation Standards,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding abbreviation standards in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's abbreviation standards. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.89,emb_f_0071,"linguistic quality,tag_abbreviation_standards",0.66
F-0072,Acronym Expansion,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding acronym expansion in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's acronym expansion. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.9,emb_f_0072,"linguistic quality,tag_acronym_expansion",0.71
F-0073,Parallel Structure,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding parallel structure in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's parallel structure. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.71,emb_f_0073,"linguistic quality,tag_parallel_structure",0.76
F-0074,Redundancy Reduction,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding redundancy reduction in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's redundancy reduction. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.73,emb_f_0074,"linguistic quality,tag_redundancy_reduction",0.81
F-0075,Word Choice Precision,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding word choice precision in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's word choice precision. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.74,emb_f_0075,"linguistic quality,tag_word_choice_precision",0.86
F-0076,Phrasing Elegance,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding phrasing elegance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's phrasing elegance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.75,emb_f_0076,"linguistic quality,tag_phrasing_elegance",0.92
F-0077,Structural Cohesion,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding structural cohesion in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's structural cohesion. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.77,emb_f_0077,"linguistic quality,tag_structural_cohesion",0.97
F-0078,Paragraph Transition,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding paragraph transition in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's paragraph transition. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.78,emb_f_0078,"linguistic quality,tag_paragraph_transition",0.62
F-0079,Syntax Standardization,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding syntax standardization in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's syntax standardization. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.8,emb_f_0079,"linguistic quality,tag_syntax_standardization",0.67
F-0080,Readability Score,Linguistic Quality,Language and Style,Tier 3,Low,Continuous,"Evaluates the assistant's proficiency regarding readability score in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's readability score. Determine if the assistant's performance is optimal and meets all user expectations.,A continuous score from 0.0 (total failure) to 1.0 (perfect compliance),0.81,emb_f_0080,"linguistic quality,tag_readability_score",0.72
F-0081,Cliche Avoidance,Linguistic Quality,Language and Style,Tier 1,High,Binary,"Evaluates the assistant's proficiency regarding cliche avoidance in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's cliche avoidance. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Successful adherence to the standard, 0 = Failure to adhere to the standard",0.82,emb_f_0081,"linguistic quality,tag_cliche_avoidance",0.77
F-0082,Tautology Detection,Linguistic Quality,Language and Style,Tier 2,Medium,Likert Scale,"Evaluates the assistant's proficiency regarding tautology detection in the dialogue, specifically checking for correct application, coherence, and user alignment.",Analyze the conversation and rate the assistant's tautology detection. Determine if the assistant's performance is optimal and meets all user expectations.,"1 = Poor/Violated, 2 = Below Average, 3 = Satisfactory, 4 = Good, 5 = Excellent",0.84,emb_f_0082,"linguistic quality,tag_tautology_detection",0.82
